Email,Name,Business Name,Category,Location,zipCode,Business Description,Phone,Website,Donation Link,Image,In Need
,,Arawak Farm,Restaurant,"Oakland, CA",,,+15103811437,www.vassellfoods.com,,,
,,Asmara,Restaurant,"Oakland, CA",,,+15105475100,http://asmararestaurant.com/,,,
,,BABS Catering,Restaurant,"Oakland, CA",,,+14243880368,www.babscateringoakland.com,,,
,,Barcote Ethiopian Restaurant,Restaurant,"Oakland, CA",,,+15109236181,http://orderbarcoteethiopianrestaurant.com/,,,
,,Better Chew,Restaurant,"Oakland, CA",,,,www.somethingbetterfoods.com,,,
,,Blackberry Soul Fine Catering,Restaurant,"Oakland, CA",,,+18662788788,www.blackberrysoul.net,,,
,,Black Food Collective,Restaurant,"Oakland, CA",,,,www.blackfoodcollective.com,,,
,,Blue Nile,Restaurant,"Oakland, CA",,,+15102509609,www.bluenilefood.com/,,,
,,Bread and Butter Catering,Restaurant,"Oakland, CA",,,,PENDING,,,
,,Brown Sugar Kitchen,Restaurant,"Oakland, CA",,,+15108397685,www.brownsugarkitchen.com/,,,
,,Brundo Spices,Restaurant,"Oakland, CA",,,+15102894050,www.brundo.com,,,
,,Burlap Coffee,Restaurant,"Oakland, CA",,,+15102509238,YELP,,,
,,Cafe Colucci,Restaurant,"Oakland, CA",,,+15104735944,www.cafecolucci.com/,,,
,,Cafe Dareye,Restaurant,"Oakland, CA",,,+15108174548,YELP,,,
,,Cafe Dejena,Restaurant,"Oakland, CA",,,+15106559328,www.cafedejena.com/,,,
,,Cafe Eritrea D'Afrique,Restaurant,"Oakland, CA",,,+15105474520,http://cafeeritreadafrique.com/,,,
,,Cafe Romanat,Restaurant,"Oakland, CA",,,+15104441800,www.caferomanat.com,,,
,,Calavera,Restaurant,"Oakland, CA",,,+15103383273,www.calaveraoakland.com,,,
,,Caña,Restaurant,"Oakland, CA",,,+15108321515,www.canaoakland.com,,,
,,Caroline's Creole Kitchen,Restaurant,"Oakland, CA",,,+15104642928,www.gocreole.co/,,,
,,Catered to You,Restaurant,"Oakland, CA",,,+15102082522,https://cateredtoyou.business.site/?m=true,,,
,,Chef Cook and Run,Restaurant,"Oakland, CA",,,+14153120990,www.chefcookandrun.com,,,
,,Chef Kenneth Wynn,Restaurant,"Oakland, CA",,,+15109699665,www.wynncatering.com,,,
,,Chef Michele McQueen,Restaurant,"Oakland, CA",,,,www.chefmichele.com,,,
,,Chef Ron's Pastries,Restaurant,"Oakland, CA",,,+15106291592,www.crpastries.com,,,
,,Chef Smelly's,Restaurant,"Oakland, CA",,,,NA,,,
,,Chefs Way Catering,Restaurant,"Oakland, CA",,,+15107125200,NA,,,
,,Chris Evans Events,Restaurant,"Oakland, CA",,,+15104957347,www.chriseveansevents.com,,,
,,Cupcakin' Bake Shop,Restaurant,"Oakland, CA",,,+15108174841,https://cupcakinbakeshop.com/,,,
,,DeVaughn's Cajun Kitchen,Restaurant,"Oakland, CA",,,+15109695715,https://devaughnscajunkitchen.net/,,,
,,Dimond Slice Pizzeria,Restaurant,"Oakland, CA",,,+15108428773,http://dimondpizza.com/,,,
,,Dixon's,Restaurant,"Oakland, CA",,,+15105673222,www.yelp.com/biz/dixons-oakland-3,,,
,,Drexl,Restaurant,"Oakland, CA",,,+15108585398,www.drexl.bar/,,,
,,Eat Play Events & Catering,Restaurant,"Oakland, CA",,,+15102748335,www.eatplayeventsandcatering.com,,,
,,Elve's BBQ and Soul Food,Restaurant,"Oakland, CA",,,+15106559500,NA,,,
,,Enat Winery,Restaurant,"Oakland, CA",,,+15106326629,YELP,,,
,,Enssaro Ethiopian,Restaurant,"Oakland, CA",,,+15102389050,www.enssaro.com/,,,
,,Everett & Jones Barbeque / Jack London,Restaurant,"Oakland, CA",,,+15106632350,https://eandjbbq.com/,,,
,,Everett & Jones Barbeque / Laurel,Restaurant,"Oakland, CA",,,+15106984340,https://eandjbbq.com/,,,
,,Fat Man Super BBQ,Restaurant,"Oakland, CA",,,+14155595721,NA,,,
,,Flip N Soul,Restaurant,"Oakland, CA",,,+15105007586,NA,,,
,,Fort Green,Restaurant,"Oakland, CA",,,+15105932172,www.fortgreenoakland.com/,https://www.gofundme.com/f/tch2m-support-our-staff,,TRUE
,,Full Belly Bakery,Restaurant,"Oakland, CA",,,+15045174457,https://fullbellybakery.com/,,,
,,FYUB,Restaurant,"Oakland, CA",,,+15106126952,www.noraharon.com,,,
,,Gourmet Puff,Restaurant,"Oakland, CA",,,+16572151026,http://gourmetpuff.co,,,
,,Graffiti Pizza,Restaurant,"Oakland, CA",,,+15102509303,YELP,,,
,,Grandeur,Restaurant,"Oakland, CA",,,+15108797568,www.grandeuroakland.com/,,,
,,Grandma's Hands,Restaurant,"Oakland, CA",,,+15109694017,,,,
,,Gregory's Gourmet Desserts,Restaurant,"Oakland, CA",,,+15102729722,www.gregorysgourmetdesserts.com/,,,
,,Happy Burrito,Restaurant,"Oakland, CA",,,+15107639174,YELP,,,
,,Hella Juiced,Restaurant,"Oakland, CA",,,+15102700404,NA,,,
,,Hella Nuts,Restaurant,"Oakland, CA",,,+15104631690,www.thatshellanuts.com,,,
,,Hella Tea,Restaurant,"Oakland, CA",,,+15109728327,www.hellatea.com,,,
,,Home of Chicken and Waffles,Restaurant,"Oakland, CA",,,+15108364446,www.homeofchickenandwaffles.com,,,
,,Horn BBQ,Restaurant,"Oakland, CA",,,+14086483512,www.hornbarbecue.com,,,
,,Hot Dog Co.,Restaurant,"Oakland, CA",,,,NA,,,
,,In The Kitchen With Dominique,Restaurant,"Oakland, CA",,,+15103289707,www.youtu.be/ILMo54RAhOk,,,
,,It's All Good Bakery,Restaurant,"Oakland, CA",,,+15105979700,www.itsallgoodbakery.com/home.php,,,
,,James and the Giant Cupcake,Restaurant,"Oakland, CA",,,+15108797255,www.jamesandthegiantcupcake.com/,,,
,,Jusla Eats,Restaurant,"Oakland, CA",,,+15107053721,www.cheflalaharrison.com/,,,
,,Kefa Coffee,Restaurant,"Oakland, CA",,,+15102613400,www.orderkefacoffee.com,,,
,,Kingston 11 Cuisine,Restaurant,"Oakland, CA",,,+15104652558,http://kingston11eats.com/dinner/,,,
,,Kopia Delices,Restaurant,"Oakland, CA",,,+14154890287,http://kopia-delices.myshopify.com,,,
,,Kubé Nice Cream,Restaurant,"Oakland, CA",,,,https://www.kubenicecream.com/,,,
,,Lane-e Kefa Coffee,Restaurant,"Oakland, CA",,,+15106280814,www.facebook.com/LaneeKefaCoffee/,,,
,,Lena’s Soul Food Cafe,Restaurant,"Oakland, CA",,,+15109575663,www.lenassoulfoodcafe.com/,,,
,,Level 13,Restaurant,"Oakland, CA",,,+15108391999,www.level13oakland.com,,,
,,Little Giant Ice Cream,Restaurant,"Oakland, CA",,,+15109221426,www.littlegianticecream.com/,,,
,,Lois the Pie Queen,Restaurant,"Oakland, CA",,,+15106585616,http://loisthepiequeen.food73.com/,,,
,,Malibu's Burgers,Restaurant,"Oakland, CA",,,+15103871018,www.malibusburgers.com,,,
,,Magnolia Street Wine Lounge + Kitchen,Restaurant,"Oakland, CA",,,+15102058540,www.chefleilani.com,,,
,,Mela Bistro,Restaurant,"Oakland, CA",,,+15108444886,www.melabistro.com/,,,
,,Messob Ethiopian Restaurant,Restaurant,"Oakland, CA",,,+15104281122,http://ordermessobethiopianrestaurant.com/,,,
,,MexiQ,Restaurant,"Oakland, CA",,,+15107013239,www.mexiqnow.com/,,,
,,Mi Granny's Kitchen,Restaurant,"Oakland, CA",,,+14159447771,NA,,,
,,Miss Ollie’s,Restaurant,"Oakland, CA",,,+15102856188,www.realmissolliesoakland.com/,,,
,,MLK Cafe,Restaurant,"Oakland, CA",,,+15104500600,YELP,,,
,,Monifa Dayo,Restaurant,"Oakland, CA",,,,www.instagram.com/monifadayo/,,,
,,Montperi Catering,Restaurant,"Oakland, CA",,,+15109108821,www.montpericatering.com/,,,
,,Nora Haron,Restaurant,"Oakland, CA",,,+15106126952,www.noraharon.com,,,
,,Oakland's Very Own Tavern,Restaurant,"Oakland, CA",,,+15109228082,NA,,,
,,Oeste,Restaurant,"Oakland, CA",,,+15108174157,https://oesteoakland.com/,,,
,,Pleasure Principle Supperclub,Restaurant,"Oakland, CA",,,+15106406259,www.pleasureprinciplediningevents.com/,,,
,,Red Bay Coffee,Restaurant,"Oakland, CA",,,+15103992441,www.redbaycoffee.com/,,,
,,Red Door Catering,Restaurant,"Oakland, CA",,,+15103392320,https://reddoorcatering.com/,,,
,,Red Sea,Restaurant,"Oakland, CA",,,+15106553757,redseaoakland.com,,,
,,Roderick’s BBQ,Restaurant,"Oakland, CA",,,+15105644648,www.rodericksfoodtruck.com/,,,
,,Rush Bowls,Restaurant,"Oakland, CA",,,+15105909068,www.rushbowls.com/oakland,,,
,,Ruth's Buka,Restaurant,"Oakland, CA",,,+15104791238,,,,
,,Selam,Restaurant,"Oakland, CA",,,+15108174175,,,,
,,Shewhat,Restaurant,"Oakland, CA",,,+15102509533,,,,
,,Slides & Sides Eatery,Restaurant,"Oakland, CA",,,+15109221405,www.slidesnsides.com,,,
,,Smokin Woods BBQ,Restaurant,"Oakland, CA",,,+15104238634,www.smokinwoodsbbq.com,,,
,,Sobre Mesa,Restaurant,"Oakland, CA",,,+15108587544,www.sobremesaoak.com/,,,
,,Souley Vegan,Restaurant,"Oakland, CA",,,+15109221615,https://souleyvegan.com/,,,
,,Southern Cafe,Restaurant,"Oakland, CA",,,+15103362013,http://southerncafe2000.com/,,,
,,SSO Kitchen/Spirit Sliders,Restaurant,"Oakland, CA",,,+15104594537,https://spiritsliders.com/,,,
,,Sugar Spot,Restaurant,"Oakland, CA",,,+15307120359,FACEBOOK,,,
,,Sugarsweet,Restaurant,"Oakland, CA",,,+15109247076,www.sugarsweetoak.com,,,
,,Super Juiced,Restaurant,"Oakland, CA",,,+15106280184,www.oaklandisjuiced.com/,,,
,,Suya African Grill,Restaurant,"Oakland, CA",,,+15108357892,www.suyaafricangrill.com/,,,
,,Stay Gold Deli,Restaurant,"Oakland, CA",,,+15103508729,www.staygolddeli.com,,,
,,Teas With Meaning,Restaurant,"Oakland, CA",,,,www.withmeaning.org,,,
,,Teni East Kitchen,Restaurant,"Oakland, CA",,,+15105971860,www.tenieastkitchen.com,,,
,,The Cake & Sugar Company LLC,Restaurant,"Oakland, CA",,,,NA,,,
,,The Cook and Her Farmer,Restaurant,"Oakland, CA",,,+15102856140,www.thecookandherfarmer.com/,,,
,,The Hatch,Restaurant,"Oakland, CA",,,+16504881962,www.thehatchoak.com/,,,
,,The Lumpia Company,Restaurant,"Oakland, CA",,,,,,,
,,The Miranda,Restaurant,"Oakland, CA",,,+15107405760,www.themirandaoakland.com/,,,
,,The Veg Hub,Restaurant,"Oakland, CA",,,+15104548722,www.theveghub.com/,,,
,,Trap Kitchen,Restaurant,"Oakland, CA",,,+15106104454,https://complexoakland.com/,,,
,,Two Chicks in the Mix,Restaurant,"Oakland, CA",,,,https://www.twochicksinthemix.com/,,,
,,Uncle Willie's Original BBQ and Fish,Restaurant,"Oakland, CA",,,+15104659200,unclewilliesbbq.com,,,
,,Vegan Mob,Restaurant,"Oakland, CA",,,+14155135120,http://veganmob.biz/,,,
,,Zella's Soulful Kitchen,Restaurant,"Oakland, CA",,,+15106045887,www.zellassoulfulkitchen.com/,,,
,,Shampa's Pies,Restaurant,"Pacifica, CA",,,+14154123592,http://www.shampaspies.com/,,,
,,Coconuts,Restaurant,"Palo Alto, CA",,,+16503299533,www.coconutspaloalto.com/,,,
,,Thomas Thomas Vineyard,Restaurant,"Philo, CA",,,+15103758411,https://www.thomastthomasvineyard.com/,,,
,,Tina's Place,Restaurant,"Pinole, CA",,,+15109647546,https://www.facebook.com/tinasplacepinoleca/,,,
,,Omar's Chicken and Waffles,Restaurant,"Pittsburg, CA",,,+19257773312,www.omarschickenandwaffles.com/,,,
,,CJ's BBQ and Fish,Restaurant,"Richmond, CA",,,+15102357471,,,,
,,Mississippi Catfish,Restaurant,"Richmond, CA",,,+15102152526,,,,
,,Snapper's Seafood,Restaurant,"Richmond, CA",,,+18887072469,https://snappersseafoodrestaurant.com/,,,
,,The Famous Rib Shack,Restaurant,"San Bruno, CA",,,+16509522809,,,,
,,Amawele's South African Kitchen,Restaurant,"San Francisco, CA",,,+19492432704,https://amaweles.com/,,,
,,Bobbie's (cakes),Restaurant,"San Francisco, CA",,,,,,,
,,Burke and Black,Restaurant,"San Francisco, CA",,,+14157231955,https://burkeandblack.com/,,,
,,Cooking N' Style,Restaurant,"San Francisco, CA",,,,,,,
,,Gumbo Social,Restaurant,"San Francisco, CA",,,,,,,
,,MJ's Catering,Restaurant,"San Francisco, CA",,,+14152057256,,,,
,,Moraysha,Restaurant,"San Francisco, CA",,,,,,,
,,Nia Soul Foods,Restaurant,"San Francisco, CA",,,,https://niasoulfoods.com/,,,
,,Vegan Hood Chefs,Restaurant,"San Francisco, CA",,,+14157568996,www.theveganhoodchefs.com/,,,
,,Auntie April’s,Restaurant,"San Francisco, CA",,,+14152364158,,,,
,,Big H BBQ,Restaurant,"San Francisco, CA",,,,www.facebook.com/harold.agee.52,,,
,,Frisco Fried,Restaurant,"San Francisco, CA",,,+14158221517,http://friscofried.biz/,,,
,,Let's Eat BBQ,Restaurant,"San Francisco, CA",,,+14158222881,,,,
,,Radio Africa Kitchen,Restaurant,"San Francisco, CA",,,+14154202486,www.radioafricakitchen.com,,,
,,Soul Bowl'z,Restaurant,"San Francisco, CA",,,,www.instagram.com/soul__bowlz/,,,
,,Yes Pudding,Restaurant,"San Francisco, CA",,,,www.grattawines.com/market/9m0jfm910rctygs2l2m9otmmphynig,,,
,,Yvonne's Southern Sweets,Restaurant,"San Francisco, CA",,,+14153687900,www.yvonnessouthernsweets.com/,,,
,,Little Skillet,Restaurant,"San Francisco, CA",,,+14157772777,www.littleskilletsf.com/,,,
,,Boug Cali,Restaurant,"San Francisco, CA",,,,https://bougcali.com/,,,
,,Hazel Southern Bar & Kitchen,Restaurant,"San Francisco, CA",,,,www.hazelsf.com,,,
,,Ungrafted,Restaurant,"San Francisco, CA",,,+14158142129,www.ungraftedsf.com,,,
,,Queen’s Louisiana Po-Boy Cafe,Restaurant,"San Francisco, CA",,,+14153971507,,,,
,,Excelsior Coffee,Restaurant,"San Francisco, CA",,,+14153477333,www.xlcrsf.com,,,
,,Folklores Coffee Roasters,Restaurant,"San Francisco, CA",,,+14158729880,,,,
,,Miyako Old-Fashioned Ice Cream,Restaurant,"San Francisco, CA",,,+14159315260,,,,
,,Sheba Piano Lounge,Restaurant,"San Francisco, CA",,,+14154407414,www.shebapianolounge.com/,,,
,,New Eritrea Restaurant,Restaurant,"San Francisco, CA",,,+14156811288,http://neweritrearestaurant.com/index.html,,,
,,Axum Cafe,Restaurant,"San Francisco, CA",,,+14152527912,www.axumcafesf.com/,,,
,,Cafe International,Restaurant,"San Francisco, CA",,,+14155527390,www.facebook.com/cafeinternational/,,,
,,Two Jacks Seafood,Restaurant,"San Francisco, CA",,,+14154316290,www.twojacksniksplace.com/,,,
,,Tadu Ethiopian Kitchen,Restaurant,"San Francisco, CA",,,+14154096649,http://taduethiopiankitchen.com/,,,
,,Anthony's Cookies,Restaurant,"San Francisco, CA",,,+14156559834,http://anthonyscookies.com/,,,
,,Cafe Ethiopia,Restaurant,"San Francisco, CA",,,+14152852728,www.yelp.com/biz/cafe-ethiopia-san-francisco,,,
,,Little Baobab,Restaurant,"San Francisco, CA",,,+14158269287,www.bissapbaobab.com/,,,
,,Mission Bowling Club,Restaurant,"San Francisco, CA",,,+14158632695,https://missionbowlingclub.com/,,,
,,Nombe,Restaurant,"San Francisco, CA",,,,www.nombesf.com/,,,
,,Peaches Patties,Restaurant,"San Francisco, CA",,,+14155627589,https://peachespatties.com/,,,
,,Teranga,Restaurant,"San Francisco, CA",,,+14158798372,www.terangajuice.com/,,,
,,Gourmonade,Restaurant,"San Francisco, CA",,,+14159672411,www.gourmonade.com/,,,
,,Club Waziema,Restaurant,"San Francisco, CA",,,+14153466641,,,,
,,Oasis Cafe,Restaurant,"San Francisco, CA",,,+14154744900,www.oasiscafesf.com/,,,
,,Da' Flora,Restaurant,"San Francisco, CA",,,+14159814664,http://daflora.com/,,,
,,Massawa Restaurant,Restaurant,"San Francisco, CA",,,+14156214129,,,,
,,Sunset Cantina,Restaurant,"San Francisco, CA",,,+14155718874,https://sunsetcantinasf.com/,,,
,,Bella Trattoria,Restaurant,"San Francisco, CA",,,+14152210305,www.bellatrattoriasf.com/,,,
,,Osteria Bella,Restaurant,"San Francisco, CA",,,+14152210305,https://osteriabella.com/,,,
,,Taqueria Los Mayas,Restaurant,"San Francisco, CA",,,+14155482800,www.taquerialosmayassf.com,,,
,,Tastebuds,Restaurant,"San Francisco, CA",,,+14156689298,www.sftastebuds.com/,,,
,,Local Kitchen,Restaurant,"San Francisco, CA",,,+14157774200,www.sf-local.com,,,
,,Eko Kitchen,Restaurant,"San Francisco, CA",,,+14103443362,www.ekokitchensf.online/,,,
,,Moya,Restaurant,"San Francisco, CA",,,+14154315544,,,,
,,Sextant Coffee,Restaurant,"San Francisco, CA",,,+14153551415,https://sextantcoffee.com/,,,
,,Voodoo Love,Restaurant,"San Francisco, CA",,,+14155169243,www.voodoolovesf.com/,,,
,,International Smoke,Restaurant,"San Francisco, CA",,,+14157222138,www.michaelmina.net/restaurants/international-smoke/san-francisco/,,,
,,House of Tadu Ethiopian Kitchen,Restaurant,"San Francisco, CA",,,+14156559344,http://taduethiopiankitchen.com/,,,
,,ZZoul Cafe,Restaurant,"San Francisco, CA",,,+14157570187,https://zzoulcafe.com/,,,
,,Back a Yard Caribbean Grill,Restaurant,"San Jose, CA",,,+14082948626,backayard.net,,,
,,Gojo Ethiopian,Restaurant,"San Jose, CA",,,+14082959546,http://gojoethiopianrestaurant.com/,,,
,,Jackie's Place,Restaurant,"San Jose, CA",,,+14084904653,www.jackiecaters.com/,,,
,,Jubba Somali Restaurant,Restaurant,"San Jose, CA",,,+14084401504,,,,
,,Kategna Ethiopian,Restaurant,"San Jose, CA",,,+14082169695,www.kategna.com/,,,
,,LeYou Ethiopian,Restaurant,"San Jose, CA",,,+14083202620,https://leyou-sj.com/,,,
,,Lunch Box,Restaurant,"San Jose, CA",,,+14082873511,,,,
,,Mudai,Restaurant,"San Jose, CA",,,+14082922282,www.mudaiethiopiansanjose.com,,,
,,Walia Ethiopian Cuisine,Restaurant,"San Jose, CA",,,+14086455001,http://waliaethiopian.com/,,,
,,Zeni Ethiopian Restaurant,Restaurant,"San Jose, CA",,,+14086158282,https://zeniethiopianrestaurant.com/,,,
,,Back a Yard Caribbean Grill,Restaurant,"San Jose, CA",,,+14089606330,backayard.net,,,
,,Back a Yard Caribbean Grill,Restaurant,"San Jose, CA",,,+14083804192,backayard.net,,,
,,Andreamarie Cakes,Restaurant,"San Leandro, CA",,,+19252556438,www.andreamariecakes.com,,,
,,I Am Cafe,Restaurant,"San Leandro, CA",,,+15107478662,https://www.iamashland.com/,,,
,,Kendejah Restaurant,Restaurant,"San Leandro, CA",,,+15107566049,http://kendejahrestaurant.com/,,,
,,Pinx Catering,Restaurant,"San Leandro, CA",,,+18559847469,www.pinxcatering.com/,,,
,,Scends,Restaurant,"San Leandro, CA",,,+15105673955,www.scendsrestaurant.com/,,,
,,Sistas Soul Food Kafe,Restaurant,"San Leandro, CA",,,+15102282250,http://sistassoulkafe.weebly.com/,,,
,,Claire's Crunch Cake,Restaurant,"San Mateo, CA",,,+16503448690,https://clairescrunchcake.wixsite.com/cakes,,,
,,Chris' Kitchen Soul Food,Restaurant,"San Pablo, CA",,,+15102359117,https://chris-kitchen-soul-food.business.site/,,,
,,Caribbean Spices,Restaurant,"San Rafael, CA",,,+14152992680,https://carribeanspicesdba.net/,,,
,,Cafe Frida Gallery,Restaurant,"Santa Rosa, CA",,,+17073084344,www.cafefridagallery.com/,,,
,,My Abyssinia,Restaurant,"Santa Rosa, CA",,,+17075686455,www.my-abyssinia.com/,,,
,,Red Rose Catering,Restaurant,"Santa Rosa, CA",,,+17076879014,www.theredrosecatering.com/,,,
,,Sonoma Crust,Restaurant,"Santa Rosa, CA",,,+17074774510,http://sonomacrust.com/,,,
,,Sonoma Sauces,Restaurant,"Santa Rosa, CA",,,+17074868581,https://sonomasauces.com/,,,
,,Pack Jack's BBQ,Restaurant,"Sebastopol, CA",,,+17078273665,www.facebook.com/PackJackBBQ,,,
,,Corner 103 (winery),Restaurant,"Sonoma, CA",,,+17079316141,www.corner103.com/,,,
,,Flavas Jamaican Grill,Restaurant,"South San Francisco, CA",,,+16502449785,https://flavasjamaicangrillsf.com/,,,
,,Hippies Brew,Restaurant,"Union City, CA",,,+15104618629,www.hippiesbrew.com/,,,
,,Pure Juice & Smoothie Lounge,Restaurant,"Union City, CA",,,+15104009033,www.purejuiceandsmoothie.com/,,,
,,Chef KB,Restaurant,"Vallejo, CA",,,,,,,
,,CJ's BBQ and Fish,Restaurant,"Vallejo, CA",,,+17076434016,,,,
,,House of Soul,Restaurant,"Vallejo, CA",,,+17076443792,http://house-of-soul.cafe-inspector.com/,,,
,,Hummingbird Bakery & Dessert Bar,Restaurant,"Vallejo, CA",,,+17076444885,www.hummingbirddesserts.com/,,,
,,Noonie's Place,Restaurant,"Vallejo, CA",,,+17076523348,https://nooniesplace707.square.site/,,,
,,RedRing Ribs,Restaurant,"Vallejo, CA",,,+17073105064,www.facebook.com/REDRINGRIBS/,,,
,,Ruthies Caribbean Kitchen,Restaurant,"Vallejo, CA",,,+17077310452,https://ruthiescaribbeankitchen.business.site/,,,
,,Spicy Girl Meal Prep,Restaurant,"Vallejo, CA",,,,https://www.spicygirlmealprep.com/,,,
,,Yes My Sweet,Restaurant,"Vallejo, CA",,,+17077312780,www.yesmysweet.com/,,,
,,Rock City Pizza,Restaurant,"Allston, MA",,,,https://rockcitypizzeria.com/,,,
,,TamBos Kitchen,Restaurant,"Avon, MA",,,,https://tamboskitchen.com/,,,
,,Blue Mountain Jamaican Restaurant,Restaurant,"Boston, MA",,,,http://bluemountainjamaicanrestaurant.com/,,,
,,Bred Gourmet,Restaurant,"Boston, MA",,,,http://www.bredgourmet.com/,,,
,,Clarke's Cakes and Cookies,Restaurant,"Boston, MA",,,,https://www.clarkescakesandcookies.com/,,,
,,Country Kitchen,Restaurant,"Boston, MA",,,,https://www.facebook.com/countrykitchen838/,,,
,,Darryl's Corner Bar and Kitchen,Restaurant,"Boston, MA",,,,http://dcbkboston.com/,,,
,,Discover Vegans,Restaurant,"Boston, MA",,,,https://www.discovervegans.co/,,,
,,District 7 Tavern,Restaurant,"Boston, MA",,,,https://www.facebook.com/District7Tavern/,,,
,,Doña Habana Restaurant,Restaurant,"Boston, MA",,,,http://donahabanarestaurant.com/,,,
,,Family Affair Catering,Restaurant,"Boston, MA",,,,https://famaffairboston.wixsite.com/mysite,,,
,,Farah's Café ,Restaurant,"Boston, MA",,,,https://www.facebook.com/pages/Farahs-Cafe-Restaurant/434943279881816,,,
,,Farmer Horse Coffee,Restaurant,"Boston, MA",,,,https://www.facebook.com/FarmerHorse/,,,
,,Flames Restaurant,Restaurant,"Boston, MA",,,,https://www.facebook.com/Flames-Restaurant-116810905012950/,,,
,,Flames Restaurant II,Restaurant,"Boston, MA",,,,https://www.facebook.com/pages/Flames-Restaurant-II-Inc/120983514581739,,,
,,Food for the Soul,Restaurant,"Boston, MA",,,,https://www.facebook.com/bostonsoulfood/,,,
,,Fresh Food Generation,Restaurant,"Boston, MA",,,,http://www.freshfoodgeneration.com/,,,
,,Ideal Sub Shop,Restaurant,"Boston, MA",,,,https://www.facebook.com/pages/Ideals-Sub-Shop/204762512890620,,,
,,Island Style Jamaican Restaurant,Restaurant,"Boston, MA",,,,https://www.facebook.com/islandstyle183/,,,
